视频链接,评论页码,评论作者,评论时间,IP属地,点赞数,评论内容
https://www.bilibili.com/video/BV1h7411W7Ew,4,小涵小涵_,2020-02-02 20:04:02,,52,神经病~神经病~傻瓜~傻瓜~我好爱哈哈哈哈哈哈哈。
https://www.bilibili.com/video/BV1h7411W7Ew,4,xylene_,2020-03-24 22:31:08,,48,"为什么有人会觉得韩国人听原曲也会尴尬？
举个例子 你用百度机翻 翻译一篇莎士比亚的文章 你肯定会觉得文笔一般 但是你能说莎翁的原文没有文采吗"
https://www.bilibili.com/video/BV1h7411W7Ew,4,洛洛SANG,2020-02-24 04:37:23,,17,我居然因为这个入坑红贝贝了？
https://www.bilibili.com/video/BV1h7411W7Ew,4,Justina_hyy,2020-02-03 11:30:28,,47,我妈叫我不要听这种歌，别骂了还不知道哈哈哈哈哈哈[妙啊]
https://www.bilibili.com/video/BV1h7411W7Ew,4,arilovers,2021-08-22 07:42:26,,15,世界级美声+全空气唱法+神级颤音+精美和声+灵魂喷麦+国家一级歌手+绝美音色
https://www.bilibili.com/video/BV1h7411W7Ew,4,凉拌小米稀饭,2020-02-03 10:31:21,,47,我觉得up唱的比歌词好笑啊哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,4,我要吃个抹茶卷,2021-08-19 09:47:40,,13,"神经病永远的神笑死    我又来重刷神经病了

南非豹   豹子队冲鸭！！！"
https://www.bilibili.com/video/BV1h7411W7Ew,4,是YOYO不是悠悠球k,2020-02-02 04:37:33,,46,窒息
https://www.bilibili.com/video/BV1h7411W7Ew,4,ahixdjwpqksjgz,2021-07-11 08:29:34,,12,经典咏流传哈哈哈哈好久没看了
https://www.bilibili.com/video/BV1h7411W7Ew,4,草莓樱桃啵啵虎,2020-08-25 09:03:46,,12,不知道怎么安慰你，狠狠地用脚踢[微笑]
https://www.bilibili.com/video/BV1h7411W7Ew,5,自我人生世界观,2020-02-02 10:59:40,,46,我………emmm………不得不说up是个人才啊[笑哭][笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,5,快落家庭舞大妈,2021-07-08 06:03:23,,11,有音源链接吗好想用做起床铃声
https://www.bilibili.com/video/BV1h7411W7Ew,5,城镇向前冲,2020-04-19 11:33:30,,11,刚来B站，这就是kpop吗，👴爱了[doge]
https://www.bilibili.com/video/BV1h7411W7Ew,5,音雄盖世,2020-03-29 02:57:35,,11,老粉在狂笑，新粉在咆哮[无语][无语]
https://www.bilibili.com/video/BV1h7411W7Ew,5,咸面面酱,2020-03-19 00:42:27,,11,纯路人，一直听别人说b站很好，刚来b站，这就是翻唱区嘛？i了i了，泪目，白嫖了[doge]
https://www.bilibili.com/video/BV1h7411W7Ew,5,Kris-1222,2022-09-13 17:18:49,福建,11,他是怎么做到一本正经不笑的
https://www.bilibili.com/video/BV1h7411W7Ew,5,小狗百宝箱,2021-08-28 08:06:26,,10,Queendom时期再来笑一遍。。。
https://www.bilibili.com/video/BV1h7411W7Ew,5,啊囧的fafa,2021-08-21 04:23:33,,10,来回顾经典老番
https://www.bilibili.com/video/BV1h7411W7Ew,5,roseland0208,2021-08-09 02:27:21,,10,由此也可以听出kpop的编曲是真的好听
https://www.bilibili.com/video/BV1h7411W7Ew,5,易拉罐可回收,2020-02-02 16:33:19,,10,听久了还有点上瘾哈哈哈哈哈哈哈哈哈[热词系列_你币有了]
https://www.bilibili.com/video/BV1h7411W7Ew,5,沉迷音乐的小点,2021-08-20 09:55:16,,9,BV1WU4y1E7Kn
https://www.bilibili.com/video/BV1h7411W7Ew,5,雪糯米奶茶茶,2022-01-01 03:11:20,,8,不开心的时候看这个绝对能马上不emo，笑死了操
https://www.bilibili.com/video/BV1h7411W7Ew,5,按时睡觉准时起床,2021-11-20 10:54:12,,8,有人现在还在重温的吗[脱单doge]
https://www.bilibili.com/video/BV1h7411W7Ew,5,Cindy1962,2020-03-26 02:19:02,,8,虽然up主歌词没踩点，唱得又不怎么样，但是真的很搞笑。[喜极而泣][喜极而泣][喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,5,乐山大母猴,2020-02-13 03:02:02,,8,你品，你细品还有点好听怎么回事[笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,5,你是屑屑屑屑屑屑,2020-02-11 09:40:30,,8,刚入寒圈 这就是广为流传的PSYCHO？👴❤了
https://www.bilibili.com/video/BV1h7411W7Ew,5,Doooori,2020-02-03 07:59:18,,8,我靠听多了有点好听
https://www.bilibili.com/video/BV1h7411W7Ew,5,然而并没有唔,2020-02-03 02:10:33,,8,。。完全没想到竟然是这个亚子的[喜极而泣][喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,5,萌萌崽-,2020-02-02 21:41:24,,8,神！经！病！啊！哈哈哈哈哈神经病 配着这个mv我开始了
https://www.bilibili.com/video/BV1h7411W7Ew,5,balabiu卤肉饭,2022-01-15 08:42:06,,7,2022年了，还在笑
https://www.bilibili.com/video/BV1h7411W7Ew,6,阑珊处木有人,2020-02-12 07:33:26,,7,看到必听系列[捂脸][热词系列_秀]
https://www.bilibili.com/video/BV1h7411W7Ew,6,hxdxx鳕,2020-02-04 02:59:54,,7,一人血书白干妈
https://www.bilibili.com/video/BV1h7411W7Ew,6,一头鲜活的小毛驴,2020-02-04 01:08:06,,7,你没事了我有事了[喜极而泣][喜极而泣][喜极而泣][喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,6,白槿檩,2020-02-03 13:12:47,,7,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,6,桃喰o,2020-02-03 02:20:05,,7,神经病啊[doge]
https://www.bilibili.com/video/BV1h7411W7Ew,6,你说我快乐,2020-02-03 00:51:21,,7,哈哈哈哈哈，还好听你的歌，看到推荐有个up主muz填的词，太好听了。
https://www.bilibili.com/video/BV1h7411W7Ew,6,南栀慕祺,2022-02-11 10:46:04,,7,你们知道那种感觉吗？在上厕所时刷到这种视频，然后笑到拉不出来[笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,6,我满可爱哒,2020-02-02 04:41:00,,10,哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,6,no哒哟,2022-01-21 12:16:40,,6,真的逃不出，还是会忍不住重复看哈哈哈，就是这个视频关注的up哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,6,AKA奈奈生,2021-07-14 10:15:26,,6,这辈子没这么无语过[歪嘴]
https://www.bilibili.com/video/BV1h7411W7Ew,6,呆槑呆槑昵,2021-02-23 04:00:35,,6,"2021了我还在听 
一天不听就难受[doge]"
https://www.bilibili.com/video/BV1h7411W7Ew,6,你的慈父李保国,2020-11-27 01:14:41,,6,你  让  我  感  觉  像  个  神  经  病[微笑]
https://www.bilibili.com/video/BV1h7411W7Ew,6,kkbushiKK,2020-10-06 09:00:34,,6,up主有音频吗，我拿来当个闹钟[doge]
https://www.bilibili.com/video/BV1h7411W7Ew,6,Dreamboat_MV,2020-08-24 05:46:10,,6,和方文山有的一拼[热词系列_危]
https://www.bilibili.com/video/BV1h7411W7Ew,6,我是美延的芝士汉堡,2020-02-02 19:45:58,,6,我要变成神经病了[喜极而泣][喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,6,Aloneご深秋,2020-02-02 10:50:53,,6,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,6,JOY99j,2023-04-07 09:37:10,广东,6,几年了 我又回来听了[doge][doge][doge]
https://www.bilibili.com/video/BV1h7411W7Ew,6,奶包胖胖,2021-08-20 11:37:15,,7,经典老番回顾
https://www.bilibili.com/video/BV1h7411W7Ew,6,-月饼Jun-,2021-12-13 22:36:23,,5,笑到了 快两年了我还在听神经病[doge]
https://www.bilibili.com/video/BV1h7411W7Ew,6,Kitty-feiii,2021-12-12 00:54:07,,5,谷歌机翻yyds[doge]
https://www.bilibili.com/video/BV1h7411W7Ew,7,美好时光斤台,2021-11-27 05:45:13,,5,每天一遍
https://www.bilibili.com/video/BV1h7411W7Ew,7,正能量满满噢,2021-08-22 00:35:04,,5,一天不听就难受，听了难受一天
https://www.bilibili.com/video/BV1h7411W7Ew,7,不再肉嘟嘟,2021-08-11 07:36:46,,5,我居然听完了 感觉自己像个神经病[藏狐]
https://www.bilibili.com/video/BV1h7411W7Ew,7,明呓,2020-12-31 23:41:14,,5,21年了 我还在看这个视频
https://www.bilibili.com/video/BV1h7411W7Ew,7,只听你呼吸里的伤,2020-09-17 11:44:34,,5,快一年了我还是没有走出来
https://www.bilibili.com/video/BV1h7411W7Ew,7,泰西自己加油,2020-09-06 11:59:48,,5,入坑视频❤️💛💙💚💜（哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈）
https://www.bilibili.com/video/BV1h7411W7Ew,7,变大变小变puppy,2020-08-27 13:20:52,,5,我又来了 八个月了 我还在神经病
https://www.bilibili.com/video/BV1h7411W7Ew,7,云想吃火锅,2020-07-13 09:11:38,,5,妈的这个和抗韩英雄方文山有的一拼哈哈哈 想和你泡泡茶哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,7,睡再久也睡不醒,2020-06-02 21:55:01,,5,“神经病”给👴整懵了
https://www.bilibili.com/video/BV1h7411W7Ew,7,AbbIIII_,2020-04-21 01:58:36,,5,很热让我跳一下这个时候我笑没了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,7,熬夜使我快乐ay,2020-03-27 02:46:55,,5,自从听了这个后每天洗澡都在唱[笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,7,咕噜噜咕噜噜,2020-03-11 02:59:21,,5,对不起，我是个老实人，也是红贝贝的粉丝。我想说，这首歌真的很棒，旋律和词作都很好。请大家看清up主说的是直译，就是机翻，是不会去灵活变换不同语言的语法结构的（英语还好，像韩翻中这种就不行了），字对字的翻译当然很奇怪很搞笑，但这首歌并没有很口水。
https://www.bilibili.com/video/BV1h7411W7Ew,7,引东拿第一,2020-02-06 08:30:09,,5,语言隔阂产生美
https://www.bilibili.com/video/BV1h7411W7Ew,7,夢得藍o,2022-03-01 09:33:04,,5,看到这么高播放量的翻唱，满怀期待的点进来...[保卫萝卜_问号]
https://www.bilibili.com/video/BV1h7411W7Ew,7,别管我叫姐,2021-08-25 08:19:27,,4,唱得好，以后不许再唱了[doge]
https://www.bilibili.com/video/BV1h7411W7Ew,7,-GEOR_GEE-,2021-07-29 02:05:35,,4,"闭眼听
杨幂唱的真好
（非冒犯[doge]"
https://www.bilibili.com/video/BV1h7411W7Ew,7,盖世阴熊,2021-06-24 02:07:45,,4,很认真在唱啊，没有故意搞笑，你们说笑死了什么意思。
https://www.bilibili.com/video/BV1h7411W7Ew,7,裴柱现的指压拖鞋,2020-03-31 04:59:26,,4,reader
https://www.bilibili.com/video/BV1h7411W7Ew,7,黎安ww,2020-03-19 11:00:47,,4,我tm快被笑死了
https://www.bilibili.com/video/BV1h7411W7Ew,7,一只桑子狸,2020-03-18 12:20:10,,4,精美和声，渐渐忘记原唱哈哈哈(ಡωಡ)hiahiahia
https://www.bilibili.com/video/BV1h7411W7Ew,8,边伯贤的秋裤,2020-03-12 01:14:54,,4,贝贝:你才是神经病 别扒拉我
https://www.bilibili.com/video/BV1h7411W7Ew,8,火火情报栈,2020-03-02 10:56:53,,4,看来写的是一个不喜欢这个女生还把她做备胎的渣男🙂
https://www.bilibili.com/video/BV1h7411W7Ew,8,爱吃小钟,2020-02-23 09:36:45,,4,收尾呼应的神经病[喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,8,土豆子会回应你噢,2020-02-18 11:28:00,,4,听了up的《any song》后回来洗脑（手动狗头）
https://www.bilibili.com/video/BV1h7411W7Ew,8,金康熏的耳坠,2020-02-04 02:10:51,,4,当这些歌词是韩文的时候没有任何问题
https://www.bilibili.com/video/BV1h7411W7Ew,8,一颗乳牙到五十,2020-02-03 10:35:39,,4,我竟然听完了[笑哭][笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,8,飘零与姝微,2022-01-17 22:46:36,,3,哈哈哈哈哈哈哈哈哈哈哈哈哈重温经典
https://www.bilibili.com/video/BV1h7411W7Ew,8,李建勋爱吃灌汤包,2022-01-11 10:26:01,,3,经典咏流传～～～
https://www.bilibili.com/video/BV1h7411W7Ew,8,甜贤黄桃冻,2021-12-23 07:21:35,,3,笑不活了
https://www.bilibili.com/video/BV1h7411W7Ew,8,罗曼蒂克天使砂手,2021-12-17 00:43:41,,3,谢谢，这个视频已经笑了一年了[脱单doge]真的很爱
https://www.bilibili.com/video/BV1h7411W7Ew,8,柳从丛,2021-10-07 03:50:16,,3,心情不好的时候就来看看
https://www.bilibili.com/video/BV1h7411W7Ew,8,给我叁块钱买巧克力,2021-07-25 16:25:13,,3,神经病要有妹妹啦！！！
https://www.bilibili.com/video/BV1h7411W7Ew,8,ReVeluvNctzen,2021-07-10 02:06:46,,3,你跟我索 为撒子遇到楞个累红贝贝就辣么好笑 你这个娃儿 嚼的很
https://www.bilibili.com/video/BV1h7411W7Ew,8,长泽雅美唯一的爱人,2021-02-14 06:35:24,,3,不知道为什么，我现在听完南非豹的版本，再去听原版，我竟然觉得原版也就那么回事，up主的版本我竟然更喜欢听！
https://www.bilibili.com/video/BV1h7411W7Ew,8,白川bai,2021-02-04 06:35:30,,3,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我笑到被绑在警车上做警笛
https://www.bilibili.com/video/BV1h7411W7Ew,8,九千千千千千,2021-02-02 07:30:09,,3,一周年祝贺，我又来重温了[妙啊]
https://www.bilibili.com/video/BV1h7411W7Ew,8,Happiness-Q,2021-01-24 19:41:14,,3,忘不掉了哈哈哈烦死了
https://www.bilibili.com/video/BV1h7411W7Ew,8,盐盐大怪兽,2020-09-10 01:28:20,,3,我真的裂开了哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,8,—甘楽—,2020-08-29 23:26:20,,3,"嘿现在我们们没事了（我有事！）
没关系（我有关系！）"
https://www.bilibili.com/video/BV1h7411W7Ew,8,小䎃今天也超級無聊,2020-08-22 14:21:08,,3,啊哈哈哈哈哈我竟然连听三遍！[热词系列_爱了爱了]
https://www.bilibili.com/video/BV1h7411W7Ew,9,奶油起司-,2020-07-28 11:45:11,,3,好家伙第一句给我整懵了
