id,column_2,column_3,time_stamps,comment_text_chinese,comment_text_english
141618029,,,"3.224,1,25,16777215,1580311725,1,34141834,27876157418373120",再来亿遍,Come again 100 million times
141618029,,,"3.086,1,25,16777215,1580377006,9,db2ea471,27910383496331264",再来亿遍,Come again 100 million times
141618029,,,"3.386,1,25,16777215,1580557236,1,50449cda,28004875883773954",惊艳,Stunning
141618029,,,"3.771,1,25,16777215,1580799504,11,1d2969bf,28131893818949636",我来洗耳朵了从隔壁神经病过来的哈哈哈哈,I came to wash my ears and came from the neuropathy next door hahahahaha
141618029,,,"3.128,1,25,16777215,1581414536,1,3b2c38ef,28454347968348160",·,·
141618029,,,"3.889,1,25,16777215,1582032110,9,c7d820ce,28778134625583108",绝了 再来一遍,Once again
141618029,,,"3.626,1,25,16777215,1582529324,1,f590ad05,29038817940865029",don't look back❤️,don't look back❤️
141618029,,,"3.049,1,25,16777215,1582880139,1,91ae4e54,29222745954320389",G,G
141618029,,,"3.673,1,25,16777215,1583045527,1,6332ded4,29309456941580293",再来一遍,do it again
141618029,,,"3.7,1,25,16777215,1583116626,1,b5f0cd5d,29346733388464131",再听亿遍,Listen to 100 million times
141618029,,,"3.659,1,25,16777215,1583504789,1,d0c8066,29550242650652677",为姐姐加弹幕!!!,Add barrage to my sister !!!
141618029,,,"3.244,1,25,16777215,1585095787,1,400a190a,30384383513329669",再来亿遍,Come again 100 million times
141618029,,,"3.162,1,25,16777215,1586331039,1,6b9204fe,31032011516280835",出不去了,Can't get out
141618029,,,"3.959,1,25,16777215,1590395050,1,30637a5b,33162723456450567",再来一遍,do it again
141618029,,,"3.279,5,25,14811775,1598270562,1,4eac1423,37291760046047235",再来亿遍,Come again 100 million times
141618029,,,"3.099,5,25,15138834,1658543431,1,838b81a9,1102701241852699392",恭喜你发现了宝藏,Congratulations on discovering the treasure
141618029,,,"4.864,5,25,15138834,1578819550,1,737e969e,27093827934748672",再来亿遍,Come again 100 million times
141618029,,,"4.47,5,25,16777215,1578835257,11,b6a5dbf8,27102062743388160",真的绝了,Really bad
141618029,,,"4.389,1,25,16777215,1578911197,1,8fda3d7a,27141877083930628",好听！,Nice!
141618029,,,"4.87,1,25,16777215,1579162969,1,8daf5393,27273878125412352",。,。
141618029,,,"4.743,1,25,16777215,1579168561,1,6c95972b,27276809946529792",哈哈哈,Hahaha
141618029,,,"4.847,1,25,16777215,1579243292,1,80e18b25,27315990981246976",开口跪,Kneel
141618029,,,"4.766,1,25,16777215,1580053105,1,aeafd56d,27740566112436224",再来亿遍,Come again 100 million times
141618029,,,"4.815,1,25,16777215,1580568293,1,ead397a0,28010672718086144",超爱,adore
141618029,,,"4.781,1,25,16777215,1581695322,9,fbde20f9,28601560810913792",up主真的是神仙,UP Lord is really a fairy
141618029,,,"4.926,1,25,16777215,1581771175,9,e0c1929a,28641329503272964",从直译那里找过来,Find it from literal translation
141618029,,,"4.652,1,25,16777215,1583392208,1,ddd5df20,29491217293639683",是你,It's you
141618029,,,"4.215,1,25,16777215,1583930958,1,177bda29,29773677944373253",每日一看,Take a look every day
141618029,,,"4.414,1,25,16777215,1584553856,1,252b3a38,30100255574851591",再来一遍,do it again
141618029,,,"4.422,1,25,16777215,1586180281,1,7fc85e9,30952970711465987",。,。
141618029,,,"4.54,1,25,16777215,1588517170,9,c1b95f12,32178173533749255",看成Python了，我……,"Look as python, I ..."
141618029,,,"4.369,1,25,16777215,1590497236,1,875ad91a,33216298461691911",好听,Nice
141618029,,,"4.82,1,25,16777215,1590984983,1,f6a3de4,33472018469879811",妈呀，好好听,"Damn, listen well"
141618029,,,"4.98,1,25,16777215,1591879819,1,b0247870,33941170012815367",再来亿遍,Come again 100 million times
141618029,,,"4.408,1,25,16777215,1596905356,1,b3947ca2,36575999043305477",绝,Unbelievable
141618029,,,"4.984,1,25,16777215,1597152888,1,3c2f3bbb,36705776796958725",每日亿遍,Every day
141618029,,,"4.977,1,25,16777215,1607091354,1,84f74940,41916395429036037",深井冰过来的,Deep Inno
141618029,,,"4.509,1,25,16777215,1621910832,1,36159676,49686070086860807",一天一遍～,Once a day ~
141618029,,,"4.18,1,25,16777215,1644644244,1,838b81a9,986106411695595520",再来亿遍,Come again 100 million times
141618029,,,"5.758,1,25,16777215,1578716278,9,b7326568,27039683538583552",哈哈哈涩琪mv里抱大卫头的那个妆！,Hahahaha Shiqi MV holding the makeup from Dawei!
141618029,,,"5.235,1,25,16777215,1578761130,1,e5d3ef3c,27063199179735042",终于来了！,finally come!
141618029,,,"5.648,1,25,16777215,1579082073,1,6e3d9ce3,27231465423503362",天天循环,Daily cycle
141618029,,,"5.648,1,25,16777215,1579082073,1,6e3d9ce3,27231465423503362",天天循环,Daily cycle
141618029,,,"5.544,1,25,16777215,1579695394,1,fdab106c,27553022386634752",姐姐好美！,Sister is so beautiful!
141618029,,,"5.095,1,25,16777215,1579711994,1,9287139c,27561725539123200",我又来辽,I come to Liao again
141618029,,,"5.984,1,25,16777215,1579794437,1,7be9af7e,27604949535293440",再来一遍,do it again
141618029,,,"5.418,1,25,16777215,1580193690,1,9c36b3df,27814273169227776",再来亿遍,Come again 100 million times
141618029,,,"5.097,1,25,16777215,1580653170,1,d42a5e50,28055172800839682",我又来了,I am coming again
141618029,,,"5.143,1,25,16777215,1580886818,1,b2bed43,28177671796031488",求红贝贝bad boy,Seeking Red Beibei Bad Boy
141618029,,,"5.994,1,25,16777215,1582644351,1,2c235553,29099125276934151",每日亿遍,Every day
141618029,,,"5.037,1,25,16777215,1583153087,1,21fd80e3,29365849254526981",我又回来啦,I'm back again
141618029,,,"5.895,1,25,16777215,1584100916,1,98d80e45,29862784838139909",再来一遍,do it again
141618029,,,"5.54,1,25,16777215,1585202233,1,b89919be,30440192076152839",我又来了,I am coming again
141618029,,,"5.397,1,25,16777215,1585799094,1,1e1ca810,30753119072681987",1,1
141618029,,,"5.667,1,25,16777215,1591242290,1,5799c0f1,33606921599582211",可以,Can
141618029,,,"5.5,1,25,16777215,1592382815,1,871c0853,34204884962115587",再来亿遍,Come again 100 million times
141618029,,,"5.972,1,25,16777215,1594986807,9,506d220a,35570126430404613",每日亿遍！！,Every day!Intersection
141618029,,,"5.889,1,25,16777215,1594987698,1,bde0fcd4,35570593954791429",再来亿遍,Come again 100 million times
141618029,,,"5.02,1,25,16777215,1604760733,1,c00125cc,40694478774730755",这个真的是最棒的,This is really the best
141618029,,,"5.591,1,25,16777215,1616844281,1,3ceae061,47029738186211333",再来亿遍,Come again 100 million times
141618029,,,"5.602,1,25,16777215,1628573329,1,e539ef9d,53205862908647936",可能是怎么都好的老子会讨厌的人,Maybe it's a good person who will hate it
141618029,,,"5.1,1,25,16777215,1644149642,1,e53d8073,981957391055732736",从中文直译过去的，洗洗耳,"Lingly translated from Chinese, wash your ears"
141618029,,,"5.373,1,25,15138834,1661663366,1,e7da0d6a,1128873155709061120",再来亿遍！！！,Come again!IntersectionIntersection
141618029,,,"6.554,1,25,16777215,1578654438,1,6722f3f6,27007261407707136",来啦,Come here
141618029,,,"6.378,1,25,16777215,1578673860,9,ff6a4b59,27017444585897984",终于等到了up主翻唱我们毯,Finally waited for the UP master to sing our blanket
141618029,,,"6.103,1,25,16777215,1578709946,1,ff6fbcc0,27036364033228802",来啦来啦,Come here
141618029,,,"6.338,1,25,16777215,1578885196,9,5ba04f94,27128245269823490",今天再来投币,Come again today
141618029,,,"6.996,1,25,16777215,1579007520,1,ac5f8709,27192378530463744",再来一遍,do it again
141618029,,,"6.026,1,25,16777215,1579361150,1,f0f09498,27377782424076288",再来亿遍,Come again 100 million times
141618029,,,"6.266,1,25,16777215,1579412260,1,e4e8d372,27404578719793152",我又来了,I am coming again
141618029,,,"6.887,1,25,16777215,1579837197,1,c24d572f,27627367831699458",每日一刷,One day
141618029,,,"6.638,1,25,16777215,1580919990,1,53ebe5ec,28195063213326336",循环播放,Loop
141618029,,,"6.218,1,25,16777215,1581079533,1,3a0792ec,28278709811675136",我又来了,I am coming again
141618029,,,"6.5,1,25,16777215,1581395813,1,c8256925,28444531470893058",没错，我又来了,"That's right, I'm here again"
141618029,,,"6.546,1,25,16777215,1581591073,1,1da34b2f,28546904195858436",再来亿遍,Come again 100 million times
141618029,,,"6.08,1,25,14811775,1582211303,1,dbb5aee0,28872083091488770",再来亿遍,Come again 100 million times
141618029,,,"6.776,1,25,16777215,1582276401,1,d4375166,28906213561860098",太好听了啦,It's so nice
141618029,,,"6.39,1,25,16777215,1582285242,1,8cc62cb5,28910848684589060",牛逼,Puzzle
141618029,,,"6.101,1,25,16777215,1582975130,9,c50fb07d,29272548765073411",恭喜你发现宝藏,Congratulations on finding treasures
141618029,,,"6.048,1,25,16777215,1583349928,9,11944039,29469050457292807",天赋与实力,Talent and strength
141618029,,,"6.236,1,25,16777215,1586412191,1,a2e35fdb,31074558498832391",不知道刷了多少遍了,I don’t know how many times it has been brushed
141618029,,,"6.072,1,25,16777215,1586946317,1,a86aa388,31354594054897671",开幕雷击,Open lightning strike
141618029,,,"6.229,5,25,15138834,1589606252,11,b0170fbd,32749166022099015",恭喜你发现一个宝藏,Congratulations on finding a treasure
141618029,,,"6.08,1,25,15138834,1589631168,1,1eca6123,32762229250588675",再来亿遍！！！！！,Come again!IntersectionIntersectionIntersectionIntersection
141618029,,,"6.614,1,25,16777215,1590334916,1,29cd504a,33131195851079683",我又来了,I am coming again
141618029,,,"6.94,1,25,16777215,1593783006,1,974108b1,34938988006998021",开口跪！,Kneeling!
141618029,,,"6.56,1,25,16777215,1597923406,9,c9f1883b,37109750518775811",从直译来的,From the literal translation
141618029,,,"6.477,1,25,16777215,1611898466,1,a4950e80,44436706444181509",再来一遍,do it again
141618029,,,"6.989,1,25,16777215,1613533727,9,10a466ac,45294054392987655",从隔壁过来洗耳朵的,Wash your ears from next door
141618029,,,"6.632,1,25,16777215,1631272644,1,e2bc2f,54621080930465792",300w助力,300W help
141618029,,,"6.464,1,25,16777215,1636888680,1,f42c79cd,57565501522686976",很难不关注,It's hard not to pay attention
141618029,,,"6.703,1,25,16777215,1664953221,1,970f43da,1156470460629053184",神曲！！！,Divine music!IntersectionIntersection
141618029,,,"7.648,1,25,16777215,1579082083,1,6e3d9ce3,27231470537408512",太喜欢了,love it
141618029,,,"7.648,1,25,16777215,1579082087,1,6e3d9ce3,27231472956997632",爱了,Love
141618029,,,"7.285,1,25,16777215,1579187584,1,106b306b,27286783580962816",我好爱！！！,I love it!IntersectionIntersection
141618029,,,"7.326,1,25,16777215,1580109367,1,501bda8e,27770063499034626",神仙填词,Fairy lyric
141618029,,,"7.62,1,25,16777215,1580110560,1,cd686db,27770689014464516",！！！白嫖失败,IntersectionIntersectionIntersectionBai Yan failed
141618029,,,"7.707,1,25,16777215,1580892735,1,6761bcee,28180773623300096",好听好听,Nice and nice
141618029,,,"7.641,1,25,16777215,1581676821,1,a58b1be8,28591860548108288",我又来了,I am coming again
141618029,,,"7.217,1,25,16777215,1582517066,1,b9ba98cb,29032391354875908",我可以,I can
141618029,,,"7.82,1,25,16777215,1582900926,1,abcae891,29233644481544197",第n遍,N n
141618029,,,"7.552,1,25,16777215,1582975141,1,c50fb07d,29272554117005317",再来千遍,Come again a thousand times
141618029,,,"7.633,1,25,16707842,1583834610,1,e4619444,29723163797487621",同神经病过来的,Tame neuropathy
141618029,,,"7.905,1,25,16777215,1584242847,1,307d4a31,29937197275152387",我又来了,I am coming again
141618029,,,"7.424,1,25,16777215,1584540502,1,ebc2a1a9,30093254325174275",再来一遍,do it again
141618029,,,"7.548,1,25,16777215,1584930197,1,aa55612d,30297566642438151",我又来了,I am coming again
141618029,,,"7.55,1,25,16777215,1585919067,1,2d67d5d7,30816019255656453",开口跪,Kneel
141618029,,,"7.185,1,25,16777215,1586424654,1,1eb7e066,31081092749983747",好听,Nice
141618029,,,"7.221,1,25,16777215,1588910720,4,91e4c4ae,32384507305263173",神仙姐，爱了，爱了。,"Sister Fairy, love, love."
141618029,,,"7.126,1,25,16777215,1591629514,1,877240e6,33809938082955271",我又来了,I am coming again
141618029,,,"7.131,1,25,16777215,1595088237,1,2a9335bb,35623305358606407",瞬间舒服！,Surly comfortable!
141618029,,,"7.868,1,25,16777215,1631537056,1,3ceae061,54759709363235328",再来一遍,do it again
141618029,,,"7.62,1,25,16777215,1632149075,1,57748866,55080583313512960",300万了,3 million
141618029,,,"7.998,1,25,41194,1633162180,1,e1278b46,55611742349315584",再来亿遍,Come again 100 million times
141618029,,,"7.572,1,25,16777215,1638009842,1,271c109a,58153313297327616",再来一遍,do it again
141618029,,,"7.135,1,25,16777215,1643828601,1,da0c18b2,979264297309315072",太绝了,Too bad
141618029,,,"7.954,1,25,16777215,1700298098,1,a8c7af0e,1452964775377025280",开头就仙死,"At the beginning, the immortal death"
141618029,,,"8.893,1,25,16777215,1578850195,1,b3909a96,27109894442713092",～,～
141618029,,,"8.84,1,25,16777215,1578910856,1,a190ea4c,27141698239856640",啊啊啊啊我爱了,"Ah ah, I love"
141618029,,,"8.555,1,25,16777215,1579327075,1,e0e2569c,27359917151092740",太好听了,sounds amazing
141618029,,,"8.033,1,25,16777215,1580183724,1,13fcc367,27809047857070084",再来亿遍,Come again 100 million times
141618029,,,"8.246,1,25,16777215,1580371301,1,c9443e2e,27907392292257796",哈哈哈,Hahaha
141618029,,,"8.499,1,25,16777215,1580469623,1,5e3093e3,27958941421404160",吓我一跳哈哈哈哈,A scared me jump hahahaha
141618029,,,"8.874,1,25,16777215,1581595415,1,7da78ddd,28549180777562178",点赞,like
141618029,,,"8.486,1,25,16777215,1581597106,1,95096d12,28550067019841536",我又来了！！！！！,I am coming again!IntersectionIntersectionIntersectionIntersection
141618029,,,"8.388,1,25,16777215,1581695200,1,fbde20f9,28601496648548352",up真的是神仙,UP is really a god
141618029,,,"8.515,1,25,16777215,1581695271,9,fbde20f9,28601533852024832",up真的是神仙,UP is really a god
141618029,,,"8.838,1,25,9487136,1582172600,9,5c500823,28851791798992900",原唱即视感！,The original singing is the sense of vision!
141618029,,,"8.432,1,25,16777215,1583402128,1,a2a995f5,29496418570862595",再来一遍,do it again
141618029,,,"8.254,1,25,16777215,1583735704,1,dc2caf92,29671308371427333",开口跪,Kneel
141618029,,,"8.641,1,25,16777215,1584797697,1,223058ae,30228098735669251",神经病那里过来缓缓的等等我hhhhhhhhhhhhhh,Slowly wait for my hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
141618029,,,"8.021,1,25,16777215,1585535062,1,f576913c,30614690191114247",第n遍,N n
141618029,,,"8.198,1,25,16777215,1586161508,1,f4b3092e,30943128277483527",重温,Revisit
141618029,,,"8.579,1,25,16777215,1586492877,1,a2e35fdb,31116860856467461",你币有了,You have a currency
141618029,,,"8.59,1,25,16777215,1586750142,1,f84c8c6,31251742201479171",再来亿遍,Come again 100 million times
141618029,,,"8.281,1,25,16777215,1589715819,1,c55dd4f9,32806610735726595",木子终于火了！,Muzi finally got angry!
141618029,,,"8.367,5,25,16646914,1598688862,1,36e30878,37511069540286471",中文直译神经病过来的,Chinese literal translation of neuropathy
141618029,,,"8.851,1,25,16776960,1602031390,1,ae301b58,39263516931653635",梦开始的地方,Places where dreams start
141618029,,,"8.546,1,25,16777215,1606229945,1,c987b97c,41464769031962629",这位姐姐是神！,This sister is God!
141618029,,,"8.613,5,25,16777215,1614056400,1,6aa9906a,45568085523955717",这不是唱歌 这是在吐仙气,This is not singing. This is Tu Xianqi
141618029,,,"8.402,1,25,16777215,1630498515,1,7db0be3a,54215214383209984",这算不算商用？,Is this considered a commercial?
141618029,,,"8.681,1,25,16777215,1639452784,1,ea481a7f,58909830555250688",再来亿遍,Come again 100 million times
141618029,,,"8.893,1,25,16777215,1647434988,1,60be89a2,1009516864990126592",我也是哈哈哈哈,I am too hahahaha
141618029,,,"8.211,1,25,16777215,1651329287,1,9de49e77,1042184614103256832",梦开始的地方,Places where dreams start
141618029,,,"8.879,5,25,16707842,1653744981,11,838b81a9,1062448921089083904",再来亿遍,Come again 100 million times
141618029,,,"9.374,1,25,16777215,1578979509,1,48c1a05d,27177692445540354",活结？,Live?
141618029,,,"9.2,1,25,16777215,1579020857,1,8bee2d00,27199370459348992",再来亿遍！！！！！,Come again!IntersectionIntersectionIntersectionIntersection
141618029,,,"9.669,1,25,16777215,1580644160,3,98b4dec9,28050449147363332",好听死我了*o*,Nasteen me*o*
141618029,,,"9.638,1,25,16777215,1580879818,1,2048560c,28174001921589248",隔壁神经病来的+1,The neuropathy next door is +1
141618029,,,"9.956,1,25,16777215,1580959612,9,ec1fa334,28215836945154048",我也又来啦,I'm here again
141618029,,,"9.609,1,25,16777215,1581080561,1,83efe214,28279248675930112",再来亿遍,Come again 100 million times
141618029,,,"9.594,5,25,41194,1581329658,1,e2385f34,28409847596711936",开口跪,Kneel
141618029,,,"9.211,1,25,16777215,1581673066,9,6004d022,28589892098326528",我的妈呀！好听,Oh my God!Nice
141618029,,,"9.869,1,25,16777215,1582000329,1,6dd65243,28761471996919812",太好听啦,It's so nice
141618029,,,"9.413,1,25,16777215,1582346105,1,b43b04aa,28942758307168258",真的找到宝藏了啊啊啊啊啊,I really found the treasure ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah
141618029,,,"9.42,1,25,16777215,1583638074,1,622ef414,29620121977749509",太棒了,marvelous
141618029,,,"9.939,5,25,14811775,1584154320,11,1eca6123,29890783550636039",太好听了,sounds amazing
141618029,,,"9.724,1,25,16777215,1584974164,1,38aaf32f,30320617920659463",我又来了,I am coming again
141618029,,,"9.594,1,25,16777215,1585965334,1,cbde6565,30840276499038215",第n遍,N n
141618029,,,"9.868,1,25,16777215,1586913969,1,13453f55,31337634834415619",这个翻唱的真好听,This cover is so nice
141618029,,,"9.471,1,25,16777215,1587460283,9,5f9f5794,31624060290465799",每天一刷,Brush every day
141618029,,,"9.241,1,25,16777215,1588249382,1,75f14221,32037775726346243",开口跪,Kneel
141618029,,,"9.543,1,25,16777215,1589725127,1,8729a2e0,32811491238871043",再来亿遍！！！,Come again!IntersectionIntersection
141618029,,,"9.606,1,25,16777215,1590324995,11,937ad969,33125994354180101",看着Python的那个你是要笑死我,The one who watched Python was going to laugh to me
141618029,,,"9.35,1,25,16777215,1593694083,1,a67d70ff,34892367072329731",我又来了,I am coming again
141618029,,,"9.903,1,25,16777215,1600185504,1,21a13548,38295741118021635",卧槽,Tie
141618029,,,"9.137,1,25,16777215,1606054910,1,138326aa,41373000149237765",啊啊啊啊啊啊我来了,Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
141618029,,,"9.071,1,25,16777215,1629376717,1,99c055f4,53627069212923392",每日亿遍,Every day
141618029,,,"9.722,1,25,16777215,1641480183,1,47edf29c,959564345106104320",每天亿遍,100 million times a day
141618029,,,"9.659,1,25,15138834,1643862467,1,80ff8fdd,979548388710686720",再来亿遍,Come again 100 million times
141618029,,,"9.427,1,25,15138834,1664778125,1,9f22b454,1155001641154735872",恭喜宝藏发现了你,Congratulations to the treasure discovered you
141618029,,,"10.117,1,25,16777215,1578877144,1,289ebfb0,27124024019517440",姐姐太强了,Sister is too strong
141618029,,,"10.058,1,25,16777215,1579000659,1,25330e48,27188780901859330",好听！！！,Nice!IntersectionIntersection
141618029,,,"10.577,1,25,16777215,1580374286,1,485acc06,27908957278306306",好听,Nice
141618029,,,"10.9,1,25,16777215,1581088484,1,e2fe23c9,28283402698883076",牛逼,Puzzle
141618029,,,"10.979,1,25,16777215,1581254349,1,b8476817,28370363508326404",再来一遍,do it again
141618029,,,"10.891,1,25,16777215,1581869720,1,b2d4fcbf,28692995555459074",张宝蓝？,Zhang Baolan?
141618029,,,"10.54,1,25,16777215,1582170648,1,500b59c0,28850768122478594",看了神经病,After watching neuropathy
141618029,,,"10.141,1,25,16777215,1582209175,1,8a39c8d4,28870967326408704",听了神经病版本再来听这个，不谢,"Listen to the neuropathy version and listen to this, don't thank you"
141618029,,,"10.955,1,25,16777215,1583552929,1,60c5006e,29575481771163651",再来亿遍,Come again 100 million times
141618029,,,"10.915,1,25,16777215,1583648485,1,7083c795,29625580418760711",厉害厉害,awesome
141618029,,,"10.259,1,25,15138834,1583995049,1,2b42029,29807279603187717",弹幕怎么去掉绿色的线求助！！,How to remove the green line for the barrage!Intersection
141618029,,,"10.556,1,25,16777215,1584781493,1,551ecd19,30219602811682819",nb,nb
141618029,,,"10.639,1,25,16777215,1585323454,1,218fc794,30503746682224647",再来亿遍,Come again 100 million times
141618029,,,"10.199,1,25,16777215,1585635959,9,75eebeb1,30667589679054855",开头我差点以为是原唱,At the beginning I almost thought it was the original singing
141618029,,,"10.31,1,25,16777215,1585833096,1,1f27058a,30770945917976583",啊啊啊啊,Ah ah ah ah ah ah ah ah
141618029,,,"10.217,1,25,16777215,1585904309,1,9699ae9e,30808281868402693",每天一遍,Once a day
141618029,,,"10.722,1,25,16777215,1586331060,1,6b9204fe,31032022401548293",再来亿遍,Come again 100 million times
141618029,,,"10.474,1,25,16777215,1587781720,1,b80036fe,31792585850748933",有人能告诉我左边上面那两个字是什么吗？,Can anyone tell me what is the two words above the left?
141618029,,,"10.771,1,25,16777215,1591098101,1,c401a891,33531325045538823",好听,Nice
